time,total_score,pending_tasks,completed_tasks,expired_tasks,charging_queue_total,avg_battery
201,5102.6373,0,58,3,0,67.6713
202,5192.0331,0,59,3,0,67.7989
203,5192.0331,0,59,3,0,67.9489
204,5192.0331,0,59,3,0,68.0989
205,5192.0331,0,59,3,0,68.225
206,5192.0331,0,59,3,0,68.36
207,5282.3475,1,60,3,0,67.7388
208,5282.3475,0,60,3,0,66.3888
209,5368.0402,0,61,3,0,65.0376
210,5464.4358,0,62,3,0,63.6368
211,5562.1453,0,63,3,0,62.2717
212,5562.1453,0,63,3,0,60.8044
213,5648.8491,1,64,3,0,59.5252
214,5648.8491,1,64,3,0,59.0081
215,5648.8491,0,64,3,0,58.3211
216,5738.1157,1,65,3,0,58.3322
217,5824.8543,1,66,3,0,58.577
218,5913.2415,0,67,3,0,58.6582
219,5998.7566,0,68,3,0,58.7774
220,5998.7566,1,68,3,0,58.7774
221,5998.7566,1,68,3,0,58.7774
222,5998.7566,2,68,3,0,58.7774
223,5998.7566,2,68,3,0,58.9262
224,6091.1723,2,69,3,0,59.0657
225,6091.1723,2,69,3,0,59.8157
226,6091.1723,2,69,3,0,60.7107
227,6177.2323,1,70,3,0,61.7041
228,6177.2323,1,70,3,0,62.6041
229,6177.2323,1,70,3,0,63.6366
230,6177.2323,1,70,3,0,64.8264
231,6177.2323,1,70,3,0,64.729
232,6177.2323,1,70,3,0,64.7921
233,6177.2323,1,70,3,0,65.6613
234,6268.1526,1,71,3,0,66.648
235,6268.1526,1,71,3,0,67.548
236,6268.1526,1,71,3,0,68.448
237,6268.1526,1,71,3,0,69.198
238,6268.1526,1,71,3,0,69.948
239,6268.1526,1,71,3,0,70.698
240,6268.1526,1,71,3,0,71.5414
241,6268.1526,1,71,3,0,71.8414
242,6268.1526,1,71,3,0,72.2281
243,6268.1526,1,71,3,0,72.465
244,6268.1526,1,71,3,0,73.215
245,6359.3065,1,72,3,0,74.1073
246,6359.3065,1,72,3,0,74.8573
247,6359.3065,1,72,3,0,75.6073
248,6359.3065,1,72,3,0,75.7573
249,6359.3065,1,72,3,0,75.9073
250,6359.3065,1,72,3,0,76.0573
251,6359.3065,1,72,3,0,76.0573
252,6359.3065,1,72,3,0,76.0573
253,6448.157,1,73,3,0,76.1824
254,6448.157,1,73,3,0,76.2547
255,6448.157,1,73,3,0,76.4047
256,6534.4783,1,74,3,0,76.6249
257,6534.4783,1,74,3,0,76.7749
258,6534.4783,1,74,3,0,76.9249
259,6534.4783,1,74,3,0,76.9249
260,6534.4783,1,74,3,0,76.7749
261,6534.4783,1,74,3,0,75.8749
262,6630.8387,1,75,3,0,74.9183
263,6813.7377,1,77,3,0,74.0682
264,6910.7621,1,78,3,0,73.164
265,6910.7621,1,78,3,0,72.264
266,7004.3736,1,79,3,0,71.4552
267,7004.3736,1,79,3,0,70.7438
268,6944.3736,0,79,4,0,69.9938
269,6944.3736,0,79,4,0,69.1167
270,7041.4126,0,80,4,0,68.3898
271,7041.4126,0,80,4,0,67.6398
