time,event_type,vehicle_id,node,battery,status,assigned_task,target_station,total_distance,total_score
39,step,0,8606665867,75.7052,moving_to_depot,,,44.2948,182.6746
39,step,1,9311947623,80.6723,moving_to_task,12,,39.3277,286.2517
39,step,2,5316143334,82.7085,moving_to_task,10,,37.2915,187.1126
39,step,3,4084693403,80.391,moving_to_task,11,,39.609,186.6173
39,step,4,13440119109,83.3727,moving_to_depot,,,36.6273,78.7236
40,reach_depot,0,1347774990,75.582,idle,,,44.418,182.6746
40,step,0,1347774990,75.582,idle,,,44.418,182.6746
40,step,1,5064795273,79.1723,moving_to_task,12,,40.8277,286.2517
40,step,2,7234419840,81.2085,moving_to_task,10,,38.7915,187.1126
40,step,3,4094970156,78.891,moving_to_task,11,,41.109,186.6173
40,step,4,13430587622,81.8727,moving_to_depot,,,38.1273,78.7236
41,dispatch,0,1347774990,75.582,moving_to_task,14,,44.418,182.6746
41,task_finish,2,7234419850,80.6578,moving_to_task,,,39.3422,283.2821
41,move_to_depot,2,7234419850,80.6578,moving_to_depot,,,39.3422,283.2821
41,step,0,11902934159,74.082,moving_to_task,14,,45.918,182.6746
41,step,1,5227267672,77.6723,moving_to_task,12,,42.3277,286.2517
41,step,2,7234419850,80.6578,moving_to_depot,,,39.3422,283.2821
41,step,3,1223146053,77.391,moving_to_task,11,,42.609,186.6173
41,step,4,13428642146,80.3727,moving_to_depot,,,39.6273,78.7236
42,step,0,4343559274,72.582,moving_to_task,14,,47.418,182.6746
42,step,1,5064795260,76.1723,moving_to_task,12,,43.8277,286.2517
42,step,2,5316143347,79.1578,moving_to_depot,,,40.8422,283.2821
42,step,3,4554037889,75.891,moving_to_task,11,,44.109,186.6173
42,step,4,3769779207,78.8727,moving_to_depot,,,41.1273,78.7236
43,task_finish,3,8261281092,74.5783,moving_to_task,,,45.4217,280.3297
43,move_to_depot,3,8261281092,74.5783,moving_to_depot,,,45.4217,280.3297
43,step,0,5229738749,71.082,moving_to_task,14,,48.918,182.6746
43,step,1,5064795175,74.6723,moving_to_task,12,,45.3277,286.2517
43,step,2,4084899030,77.6578,moving_to_depot,,,42.3422,283.2821
43,step,3,8261281092,74.5783,moving_to_depot,,,45.4217,280.3297
43,step,4,8485789599,77.3727,moving_to_depot,,,42.6273,78.7236
44,task_finish,0,12630007750,70.6397,moving_to_task,,,49.3603,279.1092
44,move_to_depot,0,12630007750,70.6397,moving_to_depot,,,49.3603,279.1092
44,step,0,12630007750,70.6397,moving_to_depot,,,49.3603,279.1092
44,step,1,5227095546,73.1723,moving_to_task,12,,46.8277,286.2517
44,step,2,4085203266,76.1578,moving_to_depot,,,43.8422,283.2821
44,step,3,636781704,73.0783,moving_to_depot,,,46.9217,280.3297
44,step,4,4950030159,75.8727,moving_to_depot,,,44.1273,78.7236
45,reach_depot,2,1347774990,75.6072,idle,,,44.3928,283.2821
45,step,0,4547958803,69.1397,moving_to_depot,,,50.8603,279.1092
45,step,1,4348020245,71.6723,moving_to_task,12,,48.3277,286.2517
45,step,2,1347774990,75.6072,idle,,,44.3928,283.2821
45,step,3,5318124068,71.5783,moving_to_depot,,,48.4217,280.3297
45,step,4,3768977503,74.3727,moving_to_depot,,,45.6273,78.7236
46,dispatch,2,1347774990,75.6072,moving_to_task,4,,44.3928,283.2821
46,step,0,4343559077,67.6397,moving_to_depot,,,52.3603,279.1092
46,step,1,11846749225,70.1723,moving_to_task,12,,49.8277,286.2517
46,step,2,9480716597,74.1072,moving_to_task,4,,45.8928,283.2821
46,step,3,4094970160,70.0783,moving_to_depot,,,49.9217,280.3297
46,step,4,3768977535,72.8727,moving_to_depot,,,47.1273,78.7236
47,step,0,4085203281,66.1397,moving_to_depot,,,53.8603,279.1092
47,step,1,2180774959,68.6723,moving_to_task,12,,51.3277,286.2517
47,step,2,4084883982,72.6072,moving_to_task,4,,47.3928,283.2821
47,step,3,4857765322,68.5783,moving_to_depot,,,51.4217,280.3297
47,step,4,5227105590,71.3727,moving_to_depot,,,48.6273,78.7236
48,reach_depot,0,1347774990,65.6974,idle,,,54.3026,279.1092
48,task_finish,1,4628916388,68.4052,moving_to_task,,,51.5948,371.9914
48,move_to_depot,1,4628916388,68.4052,moving_to_depot,,,51.5948,371.9914
48,step,0,1347774990,65.6974,idle,,,54.3026,279.1092
48,step,1,4628916388,68.4052,moving_to_depot,,,51.5948,371.9914
48,step,2,4084863367,71.1072,moving_to_task,4,,48.8928,283.2821
48,step,3,4857888789,67.0783,moving_to_depot,,,52.9217,280.3297
48,step,4,9007470360,69.8727,moving_to_depot,,,50.1273,78.7236
49,dispatch,0,1347774990,65.6974,moving_to_task,6,,54.3026,279.1092
49,reach_depot,3,1347774990,65.7655,idle,,,54.2344,280.3297
49,step,0,4857888790,64.1974,moving_to_task,6,,55.8026,279.1092
49,step,1,2180774954,66.9052,moving_to_depot,,,53.0948,371.9914
49,step,2,3135107684,69.6072,moving_to_task,4,,50.3928,283.2821
49,step,3,1347774990,65.7655,idle,,,54.2344,280.3297
49,step,4,4348019382,68.3727,moving_to_depot,,,51.6273,78.7236
50,step,0,4464272153,62.6974,moving_to_task,6,,57.3026,279.1092
50,step,1,2180774986,65.4052,moving_to_depot,,,54.5948,371.9914
50,step,2,2540604018,68.1072,moving_to_task,4,,51.8928,283.2821
50,step,3,1347774990,65.7655,idle,,,54.2344,280.3297
50,step,4,4348019335,66.8727,moving_to_depot,,,53.1273,78.7236
51,dispatch,3,1347774990,65.7655,moving_to_task,5,,54.2344,280.3297
51,step,0,1209269876,61.1974,moving_to_task,6,,58.8026,279.1092
51,step,1,5064792380,63.9052,moving_to_depot,,,56.0948,371.9914
51,step,2,2540604004,66.6072,moving_to_task,4,,53.3928,283.2821
51,step,3,9480716597,64.2655,moving_to_task,5,,55.7344,280.3297
51,step,4,4348019350,65.3727,moving_to_depot,,,54.6273,78.7236
52,step,0,279960963,59.6974,moving_to_task,6,,60.3026,279.1092
52,step,1,5227126996,62.4052,moving_to_depot,,,57.5948,371.9914
52,step,2,3109050121,65.1072,moving_to_task,4,,54.8928,283.2821
52,step,3,4084883982,62.7655,moving_to_task,5,,57.2344,280.3297
