time,total_score,pending_tasks,completed_tasks,expired_tasks,charging_queue_total,avg_battery
343,9373.2537,1,106,5,0,78.7693
344,9373.2537,1,106,5,0,78.1693
345,9373.2537,1,106,5,0,77.5693
346,9373.2537,1,106,5,0,76.8302
347,9373.2537,1,106,5,0,76.3093
348,9373.2537,1,106,5,0,75.8593
349,9467.653,1,107,5,0,75.5425
350,9467.653,1,107,5,0,75.0925
351,9467.653,1,107,5,0,74.6425
352,9467.653,1,107,5,0,74.3415
353,9467.653,1,107,5,0,73.8915
354,9558.5759,1,108,5,0,73.2453
355,9558.5759,1,108,5,0,72.6285
356,9558.5759,1,108,5,0,72.0285
357,9558.5759,1,108,5,0,71.1285
358,9558.5759,1,108,5,0,70.0785
359,9558.5759,1,108,5,0,69.0285
