time,event_type,task_id,status,release_time,deadline,origin_node,weight,collaborative,delivered_weight,remaining_weight,assigned_vehicles,assigned_vehicle,assigned_time,service_distance,service_duration,complete_time
54,released,28,pending,54,88,9161991546,18.85,False,0.0,18.85,{},,,0.0,0,
54,assigned,28,assigned,54,88,9161991546,18.85,False,0.0,18.85,{8: 18.85},8,54,0.0,0,
54,completed,9,completed,51,90,11701102943,16.6,False,16.6,0.0,{},5,51,5.0203,3,54
55,released,27,pending,55,124,1181562658,27.06,False,0.0,27.06,{},,,0.0,0,
55,assigned,27,assigned,55,124,1181562658,27.06,False,0.0,27.06,{1: 27.06},1,55,0.0,0,
60,completed,27,completed,55,124,1181562658,27.06,False,27.06,0.0,{},1,55,7.91,5,60
60,completed,28,completed,54,88,9161991546,18.85,False,18.85,0.0,{},8,54,9.9738,6,60
65,released,15,pending,65,120,4084888936,27.46,False,0.0,27.46,{},,,0.0,0,
65,assigned,15,assigned,65,120,4084888936,27.46,False,0.0,27.46,{0: 27.46},0,65,0.0,0,
67,completed,15,completed,65,120,4084888936,27.46,False,27.46,0.0,{},0,65,4.2926,2,67
75,released,10,pending,75,136,7234419850,24.94,False,0.0,24.94,{},,,0.0,0,
75,assigned,10,assigned,75,136,7234419850,24.94,False,0.0,24.94,{0: 24.94},0,75,0.0,0,
76,released,11,pending,76,146,8261281092,17.0,False,0.0,17.0,{},,,0.0,0,
76,assigned,11,assigned,76,146,8261281092,17.0,False,0.0,17.0,{1: 17.0},1,76,0.0,0,
78,completed,10,completed,75,136,7234419850,24.94,False,24.94,0.0,{},0,75,5.0507,3,78
81,completed,11,completed,76,146,8261281092,17.0,False,17.0,0.0,{},1,76,8.8127,5,81
82,released,14,pending,82,150,12630007750,4.81,False,0.0,4.81,{},,,0.0,0,
82,assigned,14,assigned,82,150,12630007750,4.81,False,0.0,4.81,{2: 4.81},2,82,0.0,0,
85,completed,14,completed,82,150,12630007750,4.81,False,4.81,0.0,{},2,82,4.9423,3,85
86,released,4,pending,86,159,5223314094,26.11,False,0.0,26.11,{},,,0.0,0,
86,assigned,4,assigned,86,159,5223314094,26.11,False,0.0,26.11,{0: 26.11},0,86,0.0,0,
94,released,6,pending,94,142,5261426236,24.5,False,0.0,24.5,{},,,0.0,0,
94,assigned,6,assigned,94,142,5261426236,24.5,False,0.0,24.5,{1: 24.5},1,94,0.0,0,
95,completed,4,completed,86,159,5223314094,26.11,False,26.11,0.0,{},0,86,14.1142,9,95
101,released,13,pending,101,166,4928971389,6.51,False,0.0,6.51,{},,,0.0,0,
102,completed,6,completed,94,142,5261426236,24.5,False,24.5,0.0,{},1,94,13.0808,8,102
103,released,5,pending,103,143,1996234813,7.88,False,0.0,7.88,{},,,0.0,0,
103,released,29,pending,103,169,12259252316,1.17,False,0.0,1.17,{},,,0.0,0,
103,assigned,5,assigned,103,143,1996234813,7.88,False,0.0,7.88,{2: 7.88},2,103,0.0,0,
103,assigned,29,assigned,103,169,12259252316,1.17,False,0.0,1.17,{3: 1.17},3,103,0.0,0,
104,released,21,pending,104,163,705816603,29.56,False,0.0,29.56,{},,,0.0,0,
104,released,23,pending,104,154,5227289484,12.17,False,0.0,12.17,{},,,0.0,0,
104,assigned,23,assigned,104,154,5227289484,12.17,False,0.0,12.17,{4: 12.17},4,104,0.0,0,
104,assigned,21,assigned,104,163,705816603,29.56,False,0.0,29.56,{5: 29.56},5,104,0.0,0,
108,released,26,pending,108,172,8254999485,27.46,False,0.0,27.46,{},,,0.0,0,
108,assigned,26,assigned,108,172,8254999485,27.46,False,0.0,27.46,{6: 27.46},6,108,0.0,0,
109,completed,5,completed,103,143,1996234813,7.88,False,7.88,0.0,{},2,103,9.0261,6,109
110,completed,23,completed,104,154,5227289484,12.17,False,12.17,0.0,{},4,104,10.255,6,110
112,completed,21,completed,104,163,705816603,29.56,False,29.56,0.0,{},5,104,12.2765,8,112
114,released,7,pending,114,194,13430920000,7.27,False,0.0,7.27,{},,,0.0,0,
114,assigned,7,assigned,114,194,13430920000,7.27,False,0.0,7.27,{7: 7.27},7,114,0.0,0,
115,released,3,pending,115,184,12237341877,10.41,False,0.0,10.41,{},,,0.0,0,
115,assigned,3,assigned,115,184,12237341877,10.41,False,0.0,10.41,{8: 10.41},8,115,0.0,0,
116,completed,29,completed,103,169,12259252316,1.17,False,1.17,0.0,{},3,103,19.8527,13,116
116,completed,26,completed,108,172,8254999485,27.46,False,27.46,0.0,{},6,108,12.8352,8,116
117,completed,7,completed,114,194,13430920000,7.27,False,7.27,0.0,{},7,114,5.9182,3,117
